,about,after,all,also,am,an,any,anyon,are,articl,as,at,be,because,been,but,by,ca,can,car,com,come,comput,could,day,did,distribut,do,does,edu,even,first,for,get,go,good,had,has,have,he,here,his,host,how,if,into,is,it,just,know,last,like,look,make,me,more,most,much,my,need,new,nntp,no,not,now,on,one,only,or,other,out,over,peopl,posting,problem,re,realli,reply,right,run,say,see,should,so,some,take,than,thank,that,their,them,then,there,these,they,thing,think,this,those,time,too,two,univers,up,usa,use,ve,very,want,was,way,we,well,were,what,when,where,which,who,why,will,with,work,would,write,year,you,your
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13868361806816845,0.4375130306032092,0.0,0.0,0.0,0.0,0.0,0.0,0.39057569123595176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17570194154428645,0.0,0.0,0.2100652156504606,0.20666653288919115,0.0,0.21255295547009637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357557757678502,0.0,0.0,0.0,0.20192518909273716,0.2118793066052966,0.0,0.1728447489370743,0.0,0.0,0.0,0.189811924083402,0.16205732390420033,0.0,0.0,0.0,0.0,0.0,0.0,0.13596635782185104,0.0,0.12713232889155726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13596635782185104,0.0,0.10145999655479428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10348161210640562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24147718611398433,0.0,0.0,0.0,0.0,0.14449481072882828,0.0,0.20312658461997746,0.0,0.0,0.21521761182303895,0.0,0.1439484497797233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12656885041163007,0.0,0.0,0.0
1,0.054890048095159696,0.0,0.052544070013089056,0.0,0.0,0.0,0.0,0.0,0.0,0.09791594169388568,0.0,0.09594784814482124,0.04345340409368583,0.0,0.0,0.045530956987232876,0.0,0.0,0.0,0.0,0.0,0.0,0.15661995099177115,0.0,0.0,0.0,0.0,0.09447993478478671,0.0,0.18539260164666382,0.14591448122235162,0.0,0.11255289062571341,0.11352746558791209,0.0,0.0,0.1969925117628364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07128345552685511,0.07479744947780169,0.0,0.12203500741304528,0.07830997549588557,0.0,0.0,0.06700724119491562,0.05720933625581892,0.06315820156316272,0.07845792980375518,0.0,0.4120930355076966,0.0,0.0,0.0,0.05815827767813829,0.0,0.0,0.04085984779851015,0.0,0.06469778351476049,0.0,0.0,0.0,0.0,0.0,0.0,0.5492055086262863,0.035817320190038075,0.0,0.0,0.0,0.0,0.06920500426096,0.0,0.0,0.0,0.06380761653116129,0.0,0.06613642886390356,0.0,0.18265494581378,0.0,0.0,0.0,0.054605408773681044,0.0,0.049319885636874845,0.07504199887664273,0.0,0.12786910093619502,0.0,0.0,0.0,0.0,0.0,0.060585030277544936,0.0,0.0,0.0,0.0,0.0,0.20326622872830508,0.0,0.0,0.0,0.0,0.0,0.0624818072784876,0.0,0.0,0.0,0.0,0.0,0.17432050279673503,0.3094679686553256,0.10341880632308113,0.13404367815536375,0.06931157659170228,0.0,0.0624818072784876
2,0.12087921423165589,0.11685407351567188,0.07714192421795799,0.05167872115060751,0.0,0.03904835290614744,0.042587466907966595,0.0,0.033439529556788944,0.0,0.03779242378035668,0.07043232117934675,0.1275911517616505,0.0,0.0977316103933993,0.10026856406266044,0.1288689750775877,0.0,0.11571288632693698,0.0,0.0,0.0,0.05748490927433776,0.0,0.058943985286932996,0.05135525496020377,0.0,0.13870954357875306,0.04520236469152763,0.054436369406612055,0.16066690089795096,0.11777179196780174,0.16524312937688349,0.08333696975565409,0.0,0.1483260700939167,0.09640403703106369,0.08162602372464364,0.14961801847905126,0.0,0.0,0.0,0.0,0.04739326423120589,0.06758576962442286,0.0,0.10465392046860882,0.13726618384043554,0.0,0.08958209072355824,0.0,0.08378876388125417,0.0,0.09837584947311784,0.2099779423685058,0.0,0.0,0.0,0.1890653985071722,0.0,0.21881730645528685,0.0,0.04269217675920709,0.09883534117203857,0.054610015239477144,0.05998787839702526,0.15850928229639874,0.0,0.13949315931934433,0.09661080583983539,0.0,0.1739347895130594,0.05163800652845498,0.0,0.17278055374407025,0.0,0.0,0.0,0.0,0.0,0.05080123402005741,0.056480957646706145,0.16161242331202758,0.04139573991323015,0.0,0.0583139152704669,0.0,0.0,0.32179510992182775,0.050452855168472345,0.14987972548505382,0.16354841244653406,0.08016825313418993,0.05542589909412728,0.2534293228049595,0.0,0.04520236469152763,0.09386471672047081,0.0,0.0,0.0,0.11443177713589758,0.0,0.04447358011331086,0.0,0.0,0.17528111027350782,0.0,0.0,0.037302848848411806,0.11017197923693417,0.0,0.052132023599867426,0.04940552938487211,0.038938870733687604,0.1834637796758973,0.0,0.0,0.0,0.0,0.04344057798953622,0.03199081031654055,0.0,0.11387477765948824,0.0,0.0,0.0,0.045865944918974326
3,0.1683348631584197,0.0,0.16114030033469284,0.0,0.24083979020322316,0.1631347254728419,0.08896015075607856,0.0,0.06985119817088284,0.07507128895885189,0.07894387623954278,0.0,0.06663068339088542,0.0,0.0,0.13963273270648863,0.0,0.10571191098672164,0.0,0.0,0.0,0.11929445887425828,0.0,0.0,0.24625394267385897,0.0,0.0,0.14487386552878564,0.18884472214229372,0.227422196276243,0.0,0.0,0.0575288724127109,0.0,0.1020748523623127,0.0,0.0,0.08525352531363145,0.0,0.0,0.0,0.0,0.0734864089390279,0.09899888950760904,0.07058931525262353,0.0,0.27326198345576297,0.11469308972562965,0.09108478293079166,0.18712632787092787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228541657717848,0.07360039980864651,0.0,0.2064552669848571,0.0,0.12530753982783607,0.0827767573016162,0.19841288015870126,0.0,0.0,0.169315369547459,0.0,0.0,0.07360039980864651,0.0,0.05492164702095639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08647077487136233,0.0,0.0,0.0,0.0,0.11203194887155712,0.0,0.0,0.11387772415612829,0.1674619413284452,0.0,0.0756262427141537,0.1150680774603645,0.0,0.0,0.12087851842724447,0.0,0.11670872428074829,0.11951718292255535,0.07821696491900398,0.09290001680758746,0.0,0.0,0.0,0.0,0.11040362058507579,0.0,0.0,0.0,0.0,0.0,0.08133866750577533,0.09580850120481535,0.0,0.0,0.0964537715806557,0.0,0.09074219829114616,0.1336499921311917,0.0,0.0,0.0685134039246851,0.0,0.06624469380334981,0.1916170024096307
4,0.0,0.06546885258762393,0.1296589784079837,0.0,0.0,0.0,0.14316073933207185,0.0,0.11240931010552908,0.0,0.0,0.039460526398135486,0.17871106361235142,0.0627740632877197,0.0,0.22470651273994824,0.04813356053774344,0.0,0.0,0.0,0.12580387774466636,0.0,0.0,0.11545052937472403,0.06604810542885767,0.0,0.0,0.23314090098457876,0.0,0.0,0.0,0.06598301501475895,0.06171958895862802,0.046690505721227286,0.0,0.11080187252040587,0.0,0.0,0.06706018678890951,0.0,0.12727506851501982,0.0,0.0,0.0,0.03786571281119288,0.0,0.05863357507136772,0.15380994919120067,0.048859947423827925,0.2007576292592051,0.0,0.0469436286301595,0.0,0.0,0.14117109870781822,0.051950219379181845,0.06453487535210027,0.059810947333848404,0.12711130385327682,0.0,0.2451898774075824,0.0,0.28702545759537884,0.07383153120770357,0.0,0.0,0.0,0.05321658887923396,0.03907633174309192,0.05412732663574165,0.0,0.0,0.0,0.0,0.0,0.05892243906236077,0.0,0.06375516569978892,0.0,0.0661133815505235,0.0,0.06328822571485473,0.060363492116371945,0.0,0.05248438991001798,0.06534209733197487,0.27199966935405817,0.0,0.06009648324915521,0.0,0.055981238584940626,0.0,0.0,0.062106008086115695,0.32454108130731946,0.0,0.0,0.14023679545531442,0.06484198419304557,0.0,0.0,0.0,0.0,0.0498336801256952,0.0,0.0,0.0,0.0,0.0,0.04179870908869184,0.061725131618815654,0.0,0.0,0.055360043907719085,0.17452763853545528,0.0,0.0,0.0,0.0,0.06167123462068941,0.3894094179043511,0.03584644645685101,0.0,0.085066223284464,0.0,0.057011623515829356,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556341455852725,0.0,0.0,0.0,0.0,0.0,0.16392394783201153,0.23050381873069858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23135084246955523,0.0,0.0,0.0,0.0,0.20767632601957592,0.21012521377701,0.0,0.0,0.0,0.0,0.0,0.0,0.1495117266166542,0.0,0.0,0.0,0.0,0.11667437641500142,0.37063297448062676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14974364666801163,0.0,0.0,0.0,0.0,0.0,0.20184039963174674,0.0,0.0,0.0,0.0,0.0,0.14974364666801163,0.0,0.11174080205152881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46822336777491164,0.0,0.26594574580879865,0.0,0.0,0.0,0.2431636085787774,0.0,0.0,0.0,0.0,0.0,0.0,0.22462161611544143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2129654320588284,0.0,0.0,0.0,0.13595875328740106,0.0,0.16132000250771023,0.0,0.0,0.0,0.0
6,0.0,0.0,0.1054128528992466,0.0,0.15754972110792279,0.0,0.0,0.0,0.18277771761203862,0.0,0.10328513967084402,0.09624431834048826,0.17435068477025786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22315853767460542,0.0,0.0,0.0,0.113878255215686,0.1335482355988162,0.0,0.0,0.0,0.08177997804901777,0.0,0.0,0.0,0.0,0.0,0.09235456418447952,0.0,0.1430074299484325,0.22508570054846055,0.23833905744250827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10334159145350674,0.0,0.0,0.0,0.23335192603968252,0.27011292201574644,0.0,0.08197220208478363,0.0,0.0,0.0,0.0,0.11076072283976789,0.0,0.1411245478091718,0.0,0.0,0.07185598495695465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11313285444629814,0.0,0.0,0.0,0.0,0.07328773324788701,0.0,0.0,0.0,0.10954826912207956,0.0,0.09894455926905668,0.15054774376782085,0.0,0.08550946994899283,0.0,0.13098759992730155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2888901309506427,0.10194715151959045,0.15054774376782085,0.0,0.0,0.0,0.31925499611202024,0.12534974085345083,0.0,0.0,0.0,0.0,0.23744262559648377,0.0874295687127846,0.0,0.10373836110559148,0.08963857401951963,0.0,0.08667033819279442,0.25069948170690165
7,0.09749025603590995,0.0,0.0933235625857749,0.125038166121576,0.0,0.04723931173938689,0.0,0.0,0.0,0.043477144569016676,0.0,0.04260326145787292,0.15435524790873165,0.06777354676003888,0.0,0.08086756722366145,0.0,0.0,0.13998534387866235,0.26245631389526175,0.09054880890157183,0.2072662867531799,0.06954320342390936,0.0,0.0,0.062127765141633755,0.0,0.12585441284989277,0.0,0.13171037613494468,0.0,0.0,0.16658772864223106,0.050409054424974564,0.05911611715432006,0.0,0.0583130915815,0.04937413352674322,0.07240102786152137,0.11840436986290716,0.0,0.0,0.042559269590418634,0.0,0.20440716463176758,0.0,0.0,0.1328478067241291,0.05275127589310671,0.0,0.0,0.05068233667573354,0.0,0.0,0.2032190909927832,0.0,0.06967459430309768,0.0,0.22872461024612506,0.0,0.0,0.042625286806676536,0.10329496107599927,0.11956748863943902,0.0,0.10885680997835562,0.04793972627976859,0.0,0.04218846857917701,0.05843816236539483,0.24514527796393182,0.0,0.0,0.042625286806676536,0.0,0.09542275431586557,0.0,0.0,0.0,0.0,0.06145753026733252,0.0,0.0,0.0,0.0,0.0705461054612652,0.0,0.0,0.129765435094825,0.061036073894691366,0.06043972450105176,0.0,0.09698470792123653,0.0,0.35038834508324823,0.19992322664521844,0.05468421682606644,0.0,0.0,0.0,0.0,0.0,0.045298946357471066,0.053802559103806415,0.06367993572962884,0.0,0.0,0.06747045796302646,0.06393967973230355,0.0,0.06664107554840613,0.0,0.0,0.05976905632539461,0.047106864092051635,0.055486992638500585,0.0,0.0,0.0,0.0,0.21021147915960203,0.1548053885879257,0.06870578671842406,0.09184111015794902,0.03967917973250322,0.0,0.2301916087518205,0.16646097791550177
8,0.11127632731197477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1846981580632365,0.0,0.20874070758450627,0.0,0.08809129130959674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1652784760576377,0.0,0.0,0.0,0.0,0.26176949030465235,0.18664986209985168,0.0,0.14451000508112868,0.07581688993752868,0.0,0.12369826498303585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20885479742448693,0.0,0.0,0.0,0.0,0.09098366368574798,0.0,0.08283348175724091,0.10943774054278935,0.0,0.28892597245892415,0.2668075496893449,0.0,0.0,0.0,0.0,0.0,0.14522194762864266,0.0,0.0,0.0,0.0,0.14029644667861516,0.0,0.0,0.11432153823596729,0.12935454546895528,0.0,0.0,0.0,0.22217329633548827,0.0,0.0,0.0,0.11069928977235,0.15306826392845851,0.0,0.0,0.0,0.0864079155975981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12164753358351266,0.0,0.0,0.0,0.10301830743629903,0.0,0.0,0.0,0.0,0.2150729330495156,0.12666678713254434,0.1618283041383816,0.13838836957200495,0.12751988810283066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4379049052605238,0.0
9,0.10569354319677816,0.0,0.20235248925397417,0.0,0.0,0.20485699551651013,0.0,0.13886667706888922,0.0,0.0,0.09913404551964773,0.0,0.08367171102967273,0.0,0.0,0.0,0.0,0.1327480976982656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909629287543402,0.2371424127210782,0.2141896569287137,0.0,0.0,0.0722420804262337,0.0,0.0,0.0,0.0,0.10705740915871867,0.07849318974969315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13725987218815452,0.0,0.0,0.35247679976073587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07867768818162936,0.0,0.0,0.0,0.0,0.0,0.0,0.27090532851171417,0.0,0.0,0.06896804812660476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10858597449922344,0.0,0.0,0.0,0.0,0.07034225356117448,0.13234387055818325,0.0,0.0,0.0,0.0,0.09496791575012054,0.0,0.0,0.1641455820904954,0.0,0.0,0.0,0.0,0.09822122411573819,0.0,0.0,0.0,0.306522204301699,0.0,0.0,0.0,0.0,0.13194267136517634,0.0,0.1295966098238958,0.20428262586341234,0.0,0.0,0.0,0.12112215713102924,0.4331128933252711,0.0,0.0,0.0,0.09956905170239502,0.17207188769820358,0.0,0.0,0.0
